origin_code,origin_airport,origin_city,origin_state,dest_code,dest_airport,dest_city,dest_state,count
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,OMA,Eppley Airfield,Omaha,NE,1615
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,ABI,Abilene Regional Airport,Abilene,TX,2327
LAX,Los Angeles International Airport,Los Angeles,CA,CLE,Cleveland Hopkins International Airport,Cleveland,OH,808
MDW,Chicago Midway International Airport,Chicago,IL,SAT,San Antonio International Airport,San Antonio,TX,696
EWR,Newark Liberty International Airport,Newark,NJ,PVD,Theodore Francis Green State Airport,Providence,RI,396
GRB,Green Bay-Austin Straubel International Airport,Green Bay,WI,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,1060
CHS,Charleston International Airport/Charleston AFB,Charleston,SC,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,338
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,ABY,Southwest Georgia Regional Airport,Albany,GA,876
HDN,Yampa Valley Airport (Yampa Valley Regional),Hayden,CO,IAH,George Bush Intercontinental Airport,Houston,TX,194
WRG,Wrangell Airport,Wrangell,AK,KTN,Ketchikan International Airport,Ketchikan,AK,332
GSP,Greenville-Spartanburg International Airport,Greer,SC,MDW,Chicago Midway International Airport,Chicago,IL,629
HOU,William P. Hobby Airport,Houston,TX,JAX,Jacksonville International Airport,Jacksonville,FL,373
PDX,Portland International Airport,Portland,OR,DTW,Detroit Metropolitan Airport,Detroit,MI,223
LIT,Bill and Hillary Clinton National Airport (Adams Field),Little Rock,AR,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,75
MCO,Orlando International Airport,Orlando,FL,BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,IL,34
SCC,Deadhorse Airport (Prudhoe Bay Airport),Deadhorse,AK,ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,189
OMA,Eppley Airfield,Omaha,NE,MCO,Orlando International Airport,Orlando,FL,133
GUC,Gunnison-Crested Butte Regional Airport,Gunnison,CO,ORD,Chicago O'Hare International Airport,Chicago,IL,19
MEM,Memphis International Airport,Memphis,TN,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,465
BWI,Baltimore-Washington International Airport,Baltimore,MD,PDX,Portland International Airport,Portland,OR,63
SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,AUS,Austin-Bergstrom International Airport,Austin,TX,156
SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,BWI,Baltimore-Washington International Airport,Baltimore,MD,701
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1511
ALB,Albany International Airport,Albany,NY,ORD,Chicago O'Hare International Airport,Chicago,IL,872
IMT,Ford Airport,Iron Mountain/Kingsford,MI,RHI,Rhinelander-Oneida County Airport,Rhinelander,WI,286
ORF,Norfolk International Airport,Norfolk,VA,ORD,Chicago O'Hare International Airport,Chicago,IL,831
CMI,University of Illinois - Willard Airport,Champaign/Urbana,IL,ORD,Chicago O'Hare International Airport,Chicago,IL,1784
TUL,Tulsa International Airport,Tulsa,OK,SLC,Salt Lake City International Airport,Salt Lake City,UT,289
IAH,George Bush Intercontinental Airport,Houston,TX,ONT,Ontario International Airport,Ontario,CA,474
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,597
DEN,Denver International Airport,Denver,CO,MKE,General Mitchell International Airport,Milwaukee,WI,2037
HOU,William P. Hobby Airport,Houston,TX,ABQ,Albuquerque International Sunport,Albuquerque,NM,950
SLC,Salt Lake City International Airport,Salt Lake City,UT,HNL,Honolulu International Airport,Honolulu,HI,324
RSW,Southwest Florida International Airport,Ft. Myers,FL,BWI,Baltimore-Washington International Airport,Baltimore,MD,1218
MCO,Orlando International Airport,Orlando,FL,ROC,Greater Rochester International Airport,Rochester,NY,395
IAH,George Bush Intercontinental Airport,Houston,TX,PBI,Palm Beach International Airport,West Palm Beach,FL,378
BWI,Baltimore-Washington International Airport,Baltimore,MD,FNT,Bishop International Airport,Flint,MI,538
IAD,Washington Dulles International Airport,Chantilly,VA,CHS,Charleston International Airport/Charleston AFB,Charleston,SC,4
EWR,Newark Liberty International Airport,Newark,NJ,AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,PA,53
SMF,Sacramento International Airport,Sacramento,CA,PHL,Philadelphia International Airport,Philadelphia,PA,75
SBN,South Bend International Airport (South Bend Regional),South Bend,IN,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,1
BDL,Bradley International Airport,Windsor Locks,CT,PHL,Philadelphia International Airport,Philadelphia,PA,5
COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1080
PIT,Pittsburgh International Airport,Pittsburgh,PA,CLT,Charlotte Douglas International Airport,Charlotte,NC,2414
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,CLT,Charlotte Douglas International Airport,Charlotte,NC,1471
OKC,Will Rogers World Airport,Oklahoma City,OK,ORD,Chicago O'Hare International Airport,Chicago,IL,1807
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,AUS,Austin-Bergstrom International Airport,Austin,TX,4672
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,STT,Cyril E. King Airport,Charlotte Amalie,VI,632
DTW,Detroit Metropolitan Airport,Detroit,MI,TPA,Tampa International Airport,Tampa,FL,2133
DTW,Detroit Metropolitan Airport,Detroit,MI,DCA,Ronald Reagan Washington National Airport,Arlington,VA,1705
ORD,Chicago O'Hare International Airport,Chicago,IL,OMA,Eppley Airfield,Omaha,NE,2036
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,SDF,Louisville International Airport (Standiford Field),Louisville,KY,100
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,FSD,Sioux Falls Regional Airport,Sioux Falls,SD,1285
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,MKE,General Mitchell International Airport,Milwaukee,WI,3160
BDL,Bradley International Airport,Windsor Locks,CT,BWI,Baltimore-Washington International Airport,Baltimore,MD,2217
HOU,William P. Hobby Airport,Houston,TX,DCA,Ronald Reagan Washington National Airport,Arlington,VA,1253
OMA,Eppley Airfield,Omaha,NE,STL,St. Louis International Airport at Lambert Field,St Louis,MO,940
BZN,Bozeman Yellowstone International Airport (Gallatin Field Airport),Bozeman,MT,ORD,Chicago O'Hare International Airport,Chicago,IL,249
ORD,Chicago O'Hare International Airport,Chicago,IL,EVV,Evansville Regional Airport,Evansville,IN,1736
MCO,Orlando International Airport,Orlando,FL,SEA,Seattle-Tacoma International Airport,Seattle,WA,440
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,98
RSW,Southwest Florida International Airport,Ft. Myers,FL,GRR,Gerald R. Ford International Airport,Grand Rapids,MI,100
DTW,Detroit Metropolitan Airport,Detroit,MI,SYR,Syracuse Hancock International Airport,Syracuse,NY,257
KOA,Kona International Airport at Keahole,Kailua/Kona,HI,OGG,Kahului Airport,Kahului,HI,857
CMH,Port Columbus International Airport,Columbus,OH,DAL,Dallas Love Field,Dallas,TX,237
OMA,Eppley Airfield,Omaha,NE,DAL,Dallas Love Field,Dallas,TX,114
LBB,Lubbock Preston Smith International Airport,Lubbock,TX,AMA,Rick Husband Amarillo International Airport,Amarillo,TX,1
RDU,Raleigh-Durham International Airport,Raleigh,NC,IND,Indianapolis International Airport,Indianapolis,IN,1
BOI,Boise Airport (Boise Air Terminal),Boise,ID,EUG,Eugene Airport (Mahlon Sweet Field),Eugene,OR,1
TLH,Tallahassee International Airport,Tallahassee,FL,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,661
EWR,Newark Liberty International Airport,Newark,NJ,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,4442
GPT,Gulfport-Biloxi International Airport,Gulfport-Biloxi,MS,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,934
OAK,Oakland International Airport,Oakland,CA,LIH,Lihue Airport,Lihue,HI,191
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,7419
RAP,Rapid City Regional Airport,Rapid City,SD,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,522
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,TYS,McGhee Tyson Airport,Knoxville,TN,1626
CHS,Charleston International Airport/Charleston AFB,Charleston,SC,MDW,Chicago Midway International Airport,Chicago,IL,548
DCA,Ronald Reagan Washington National Airport,Arlington,VA,SFO,San Francisco International Airport,San Francisco,CA,664
MDW,Chicago Midway International Airport,Chicago,IL,ABQ,Albuquerque International Sunport,Albuquerque,NM,662
ROC,Greater Rochester International Airport,Rochester,NY,CLT,Charlotte Douglas International Airport,Charlotte,NC,310
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,BHM,Birmingham-Shuttlesworth International Airport,Birmingham,AL,3211
SDF,Louisville International Airport (Standiford Field),Louisville,KY,IAH,George Bush Intercontinental Airport,Houston,TX,413
PIT,Pittsburgh International Airport,Pittsburgh,PA,PHL,Philadelphia International Airport,Philadelphia,PA,929
ABQ,Albuquerque International Sunport,Albuquerque,NM,LAS,McCarran International Airport,Las Vegas,NV,1265
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,PIT,Pittsburgh International Airport,Pittsburgh,PA,768
PNS,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Pensacola,FL,HOU,William P. Hobby Airport,Houston,TX,334
PBI,Palm Beach International Airport,West Palm Beach,FL,TTN,Trenton Mercer Airport,Trenton,NJ,57
MKE,General Mitchell International Airport,Milwaukee,WI,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,352
ORD,Chicago O'Hare International Airport,Chicago,IL,IAH,George Bush Intercontinental Airport,Houston,TX,4186
PWM,Portland International Jetport,Portland,ME,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,1180
BDL,Bradley International Airport,Windsor Locks,CT,IAD,Washington Dulles International Airport,Chantilly,VA,172
SLC,Salt Lake City International Airport,Salt Lake City,UT,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2990
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,MIA,Miami International Airport,Miami,FL,6308
JAX,Jacksonville International Airport,Jacksonville,FL,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,964
CID,The Eastern Iowa Airport,Cedar Rapids,IA,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1027
OAK,Oakland International Airport,Oakland,CA,SEA,Seattle-Tacoma International Airport,Seattle,WA,3221
PHL,Philadelphia International Airport,Philadelphia,PA,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,3625
DTW,Detroit Metropolitan Airport,Detroit,MI,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,4857
LAS,McCarran International Airport,Las Vegas,NV,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,2417
MEI,Meridian Regional Airport,Meridian,MS,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,334
DEN,Denver International Airport,Denver,CO,EWR,Newark Liberty International Airport,Newark,NJ,2609
DTW,Detroit Metropolitan Airport,Detroit,MI,PBI,Palm Beach International Airport,West Palm Beach,FL,363
BWI,Baltimore-Washington International Airport,Baltimore,MD,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,4412
DEN,Denver International Airport,Denver,CO,TUS,Tucson International Airport,Tucson,AZ,1861
SEA,Seattle-Tacoma International Airport,Seattle,WA,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,1496
LBB,Lubbock Preston Smith International Airport,Lubbock,TX,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,717
SEA,Seattle-Tacoma International Airport,Seattle,WA,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,334
DEN,Denver International Airport,Denver,CO,SAF,Santa Fe Municipal Airport,Santa Fe,NM,299
DCA,Ronald Reagan Washington National Airport,Arlington,VA,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,4303
ICT,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Wichita,KS,DEN,Denver International Airport,Denver,CO,889
PHL,Philadelphia International Airport,Philadelphia,PA,SEA,Seattle-Tacoma International Airport,Seattle,WA,990
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,ELM,Elmira/Corning Regional Airport,Elmira,NY,15
EWR,Newark Liberty International Airport,Newark,NJ,BQN,Rafael Hernández Airport,Aguadilla,PR,291
OAK,Oakland International Airport,Oakland,CA,KOA,Kona International Airport at Keahole,Kailua/Kona,HI,335
RIC,Richmond International Airport,Richmond,VA,CAE,Columbia Metropolitan Airport,Columbia,SC,1
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,HLN,Helena Regional Airport,Helena,MT,230
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,ACK,Nantucket Memorial Airport,Nantucket,MA,118
WYS,Westerly State Airport,West Yellowstone,MT,SLC,Salt Lake City International Airport,Salt Lake City,UT,208
MSN,Dane County Regional Airport,Madison,WI,CID,The Eastern Iowa Airport,Cedar Rapids,IA,1
PHL,Philadelphia International Airport,Philadelphia,PA,DAL,Dallas Love Field,Dallas,TX,114
PDX,Portland International Airport,Portland,OR,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,1834
RIC,Richmond International Airport,Richmond,VA,CLT,Charlotte Douglas International Airport,Charlotte,NC,1350
IAH,George Bush Intercontinental Airport,Houston,TX,LAX,Los Angeles International Airport,Los Angeles,CA,4432
SUN,Friedman Memorial Airport,Hailey,ID,SLC,Salt Lake City International Airport,Salt Lake City,UT,672
JAX,Jacksonville International Airport,Jacksonville,FL,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,689
FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,IND,Indianapolis International Airport,Indianapolis,IN,310
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,OAK,Oakland International Airport,Oakland,CA,2512
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,MEI,Meridian Regional Airport,Meridian,MS,573
TPA,Tampa International Airport,Tampa,FL,LAS,McCarran International Airport,Las Vegas,NV,573
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,EVV,Evansville Regional Airport,Evansville,IN,360
PIT,Pittsburgh International Airport,Pittsburgh,PA,IAD,Washington Dulles International Airport,Chantilly,VA,227
BWI,Baltimore-Washington International Airport,Baltimore,MD,LIT,Bill and Hillary Clinton National Airport (Adams Field),Little Rock,AR,319
SWF,Stewart International Airport,Newburgh,NY,MCO,Orlando International Airport,Orlando,FL,334
CLT,Charlotte Douglas International Airport,Charlotte,NC,CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,85
MEM,Memphis International Airport,Memphis,TN,LAS,McCarran International Airport,Las Vegas,NV,47
IAH,George Bush Intercontinental Airport,Houston,TX,OAK,Oakland International Airport,Oakland,CA,179
PVD,Theodore Francis Green State Airport,Providence,RI,DCA,Ronald Reagan Washington National Airport,Arlington,VA,43
DAL,Dallas Love Field,Dallas,TX,SLC,Salt Lake City International Airport,Salt Lake City,UT,114
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,DEN,Denver International Airport,Denver,CO,7204
TUS,Tucson International Airport,Tucson,AZ,LAX,Los Angeles International Airport,Los Angeles,CA,2633
IDA,Idaho Falls Regional Airport,Idaho Falls,ID,SLC,Salt Lake City International Airport,Salt Lake City,UT,1323
STL,St. Louis International Airport at Lambert Field,St Louis,MO,DAL,Dallas Love Field,Dallas,TX,2120
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,CLE,Cleveland Hopkins International Airport,Cleveland,OH,2850
IAH,George Bush Intercontinental Airport,Houston,TX,MCI,Kansas City International Airport,Kansas City,MO,1628
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,PIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,929
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,DCA,Ronald Reagan Washington National Airport,Arlington,VA,6466
IAH,George Bush Intercontinental Airport,Houston,TX,SLC,Salt Lake City International Airport,Salt Lake City,UT,2042
DAL,Dallas Love Field,Dallas,TX,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,2410
DEN,Denver International Airport,Denver,CO,CMH,Port Columbus International Airport,Columbus,OH,696
IAH,George Bush Intercontinental Airport,Houston,TX,DCA,Ronald Reagan Washington National Airport,Arlington,VA,2037
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,CAK,Akron-Canton Regional Airport,Akron,OH,500
ORD,Chicago O'Hare International Airport,Chicago,IL,ABQ,Albuquerque International Sunport,Albuquerque,NM,550
SAV,Savannah/Hilton Head International Airport,Savannah,GA,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,669
ORD,Chicago O'Hare International Airport,Chicago,IL,SPI,Abraham Lincoln Capital Airport,Springfield,IL,997
IAH,George Bush Intercontinental Airport,Houston,TX,LCH,Lake Charles Regional Airport,Lake Charles,LA,1077
PBI,Palm Beach International Airport,West Palm Beach,FL,BDL,Bradley International Airport,Windsor Locks,CT,339
STL,St. Louis International Airport at Lambert Field,St Louis,MO,RSW,Southwest Florida International Airport,Ft. Myers,FL,546
TTN,Trenton Mercer Airport,Trenton,NJ,MCO,Orlando International Airport,Orlando,FL,486
PBI,Palm Beach International Airport,West Palm Beach,FL,IAD,Washington Dulles International Airport,Chantilly,VA,59
MDT,Harrisburg International Airport,Harrisburg,PA,CLT,Charlotte Douglas International Airport,Charlotte,NC,125
ORF,Norfolk International Airport,Norfolk,VA,DCA,Ronald Reagan Washington National Airport,Arlington,VA,1
PHL,Philadelphia International Airport,Philadelphia,PA,PDX,Portland International Airport,Portland,OR,147
ABQ,Albuquerque International Sunport,Albuquerque,NM,CLT,Charlotte Douglas International Airport,Charlotte,NC,95
ERI,Erie International Airport,Erie,PA,ORD,Chicago O'Hare International Airport,Chicago,IL,638
MSO,Missoula International Airport,Missoula,MT,DEN,Denver International Airport,Denver,CO,567
EUG,Eugene Airport (Mahlon Sweet Field),Eugene,OR,SLC,Salt Lake City International Airport,Salt Lake City,UT,624
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,5040
LAX,Los Angeles International Airport,Los Angeles,CA,SLC,Salt Lake City International Airport,Salt Lake City,UT,5538
SEA,Seattle-Tacoma International Airport,Seattle,WA,FAT,Fresno Yosemite International Airport,Fresno,CA,883
SEA,Seattle-Tacoma International Airport,Seattle,WA,OGG,Kahului Airport,Kahului,HI,1240
CLE,Cleveland Hopkins International Airport,Cleveland,OH,LAX,Los Angeles International Airport,Los Angeles,CA,804
CLT,Charlotte Douglas International Airport,Charlotte,NC,PIT,Pittsburgh International Airport,Pittsburgh,PA,2462
ORD,Chicago O'Hare International Airport,Chicago,IL,HNL,Honolulu International Airport,Honolulu,HI,334
MCI,Kansas City International Airport,Kansas City,MO,DTW,Detroit Metropolitan Airport,Detroit,MI,1421
TTN,Trenton Mercer Airport,Trenton,NJ,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,157
INL,Falls International Airport,International Falls,MN,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,243
MDW,Chicago Midway International Airport,Chicago,IL,BDL,Bradley International Airport,Windsor Locks,CT,890
BWI,Baltimore-Washington International Airport,Baltimore,MD,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,828
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,MI,19
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,FWA,Fort Wayne International Airport,Fort Wayne,IN,1077
OAK,Oakland International Airport,Oakland,CA,CMH,Port Columbus International Airport,Columbus,OH,114
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,LAX,Los Angeles International Airport,Los Angeles,CA,6634
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,DCA,Ronald Reagan Washington National Airport,Arlington,VA,976
LAX,Los Angeles International Airport,Los Angeles,CA,SAF,Santa Fe Municipal Airport,Santa Fe,NM,230
DCA,Ronald Reagan Washington National Airport,Arlington,VA,IND,Indianapolis International Airport,Indianapolis,IN,718
SLC,Salt Lake City International Airport,Salt Lake City,UT,PIH,Pocatello Regional Airport,Pocatello,ID,654
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,IMT,Ford Airport,Iron Mountain/Kingsford,MI,334
MDW,Chicago Midway International Airport,Chicago,IL,SDF,Louisville International Airport (Standiford Field),Louisville,KY,1159
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,334
RST,Rochester International Airport,Rochester,MN,ORD,Chicago O'Hare International Airport,Chicago,IL,1323
GUC,Gunnison-Crested Butte Regional Airport,Gunnison,CO,IAH,George Bush Intercontinental Airport,Houston,TX,70
TYR,Tyler Pounds Regional Airport,Tyler,TX,IAH,George Bush Intercontinental Airport,Houston,TX,688
SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,BOI,Boise Airport (Boise Air Terminal),Boise,ID,334
TUL,Tulsa International Airport,Tulsa,OK,STL,St. Louis International Airport at Lambert Field,St Louis,MO,335
SYR,Syracuse Hancock International Airport,Syracuse,NY,MCO,Orlando International Airport,Orlando,FL,334
OAK,Oakland International Airport,Oakland,CA,GEG,Spokane International Airport,Spokane,WA,633
SFO,San Francisco International Airport,San Francisco,CA,COS,City of Colorado Springs Municipal Airport,Colorado Springs,CO,5
DCA,Ronald Reagan Washington National Airport,Arlington,VA,CAK,Akron-Canton Regional Airport,Akron,OH,273
BIL,Billings Logan International Airport,Billings,MT,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,643
IAD,Washington Dulles International Airport,Chantilly,VA,CLT,Charlotte Douglas International Airport,Charlotte,NC,10
LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,MCI,Kansas City International Airport,Kansas City,MO,716
ORD,Chicago O'Hare International Airport,Chicago,IL,LBE,Arnold Palmer Regional Airport,Latrobe,PA,158
PDX,Portland International Airport,Portland,OR,BWI,Baltimore-Washington International Airport,Baltimore,MD,63
STL,St. Louis International Airport at Lambert Field,St Louis,MO,AUS,Austin-Bergstrom International Airport,Austin,TX,156
DAL,Dallas Love Field,Dallas,TX,PIT,Pittsburgh International Airport,Pittsburgh,PA,114
LAX,Los Angeles International Airport,Los Angeles,CA,MSN,Dane County Regional Airport,Madison,WI,1
DEN,Denver International Airport,Denver,CO,MIA,Miami International Airport,Miami,FL,1342
MCI,Kansas City International Airport,Kansas City,MO,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,3490
FSD,Sioux Falls Regional Airport,Sioux Falls,SD,ORD,Chicago O'Hare International Airport,Chicago,IL,2023
SMF,Sacramento International Airport,Sacramento,CA,IAH,George Bush Intercontinental Airport,Houston,TX,647
SJC,Norman Y. Mineta San José International Airport,San Jose,CA,SLC,Salt Lake City International Airport,Salt Lake City,UT,1678
EWR,Newark Liberty International Airport,Newark,NJ,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2604
ORD,Chicago O'Hare International Airport,Chicago,IL,TPA,Tampa International Airport,Tampa,FL,2434
PDX,Portland International Airport,Portland,OR,LAS,McCarran International Airport,Las Vegas,NV,2566
EWR,Newark Liberty International Airport,Newark,NJ,LAS,McCarran International Airport,Las Vegas,NV,1707
HOU,William P. Hobby Airport,Houston,TX,SAT,San Antonio International Airport,San Antonio,TX,1299
HOU,William P. Hobby Airport,Houston,TX,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,683
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,ROC,Greater Rochester International Airport,Rochester,NY,123
DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,GUC,Gunnison-Crested Butte Regional Airport,Gunnison,CO,129
AUS,Austin-Bergstrom International Airport,Austin,TX,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,628
LGB,Long Beach Airport (Daugherty Field),Long Beach,CA,PDX,Portland International Airport,Portland,OR,750
OGG,Kahului Airport,Kahului,HI,SFO,San Francisco International Airport,San Francisco,CA,1426
SGU,St. George Regional Airport,St George,UT,SLC,Salt Lake City International Airport,Salt Lake City,UT,1191
CVG,Cincinnati/Northern Kentucky International Airport,Covington,KY,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,283
RSW,Southwest Florida International Airport,Ft. Myers,FL,MCI,Kansas City International Airport,Kansas City,MO,50
LAX,Los Angeles International Airport,Los Angeles,CA,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,5673
SEA,Seattle-Tacoma International Airport,Seattle,WA,MDW,Chicago Midway International Airport,Chicago,IL,1023
SEA,Seattle-Tacoma International Airport,Seattle,WA,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,3189
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,LAS,McCarran International Airport,Las Vegas,NV,3703
PLN,Pellston Regional Airport of Emmet County,Pellston,MI,DTW,Detroit Metropolitan Airport,Detroit,MI,752
PHL,Philadelphia International Airport,Philadelphia,PA,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2411
JAX,Jacksonville International Airport,Jacksonville,FL,CLT,Charlotte Douglas International Airport,Charlotte,NC,2085
IAH,George Bush Intercontinental Airport,Houston,TX,CLT,Charlotte Douglas International Airport,Charlotte,NC,3469
IAD,Washington Dulles International Airport,Chantilly,VA,ORD,Chicago O'Hare International Airport,Chicago,IL,1745
ROA,Roanoke Regional Airport (Woodrum Field),Roanoke,VA,ORD,Chicago O'Hare International Airport,Chicago,IL,781
IAD,Washington Dulles International Airport,Chantilly,VA,PIT,Pittsburgh International Airport,Pittsburgh,PA,228
MDW,Chicago Midway International Airport,Chicago,IL,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,2184
JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,SEA,Seattle-Tacoma International Airport,Seattle,WA,2094
ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,5572
MIA,Miami International Airport,Miami,FL,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,622
ORD,Chicago O'Hare International Airport,Chicago,IL,DAY,James M. Cox Dayton International Airport,Dayton,OH,2643
HOU,William P. Hobby Airport,Houston,TX,AUS,Austin-Bergstrom International Airport,Austin,TX,1313
SJU,Luis Muñoz Marín International Airport,San Juan,PR,IAD,Washington Dulles International Airport,Chantilly,VA,170
BRW,Wiley Post-Will Rogers Memorial Airport,Barrow,AK,ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,332
CHS,Charleston International Airport/Charleston AFB,Charleston,SC,BNA,Nashville International Airport,Nashville,TN,349
ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,ORD,Chicago O'Hare International Airport,Chicago,IL,640
MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,TVC,Cherry Capital Airport,Traverse City,MI,110
BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,ORD,Chicago O'Hare International Airport,Chicago,IL,6551
ATW,Appleton International Airport,Appleton,WI,ORD,Chicago O'Hare International Airport,Chicago,IL,1434
